,Target Name,"Target, Subunit, Species",Target Mutant/Chimera Details,Target Species (Bioactivity),Substance Action on Target,Substance Effect,Bioassay Category,Bioassay Name,Bioassay Details,Biological Species/NCBI ID,Medchem: Measurement Parameter,Unit,Qualitative value,Quantitative value,References,Canomical_Smiles,pChEMBL
1136,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ccc3c2)n1,0
1134,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1,0
1132,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2ccc3nn[nH]c3c2)n1,0
1130,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1O,0
1094,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(N)c2)n1,0
1042,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in murine BaF3 cells upon incubation with DMSO dissolved compound for 2 days; Range = 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)CC3)n1,0
1055,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,CN1Cc2c(N3CCC(N4CCCCC4)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
1053,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,CN1CCc2c(N3CCN(C(=O)OC(C)(C)C)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
1051,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,CC(C)N1CCN(c2ccc(Nc3nc(Cl)ncc3Cl)c3c2CCN(C)C3=O)CC1,0
1049,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCC(N5CCNCC5)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1,0
1047,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCC(N4CCNCC4)CC3)c3c2C(=O)N(C)C3)n1,0
1045,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C(C)C)CC4)c4c3C(=O)N(C)CC4)n2)c(OC)c1,0
1036,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,Inhibitory activity against human Nucleophosmin-ALK (NPM-ALK) mediated proliferation of murine Ba/F3 cells upon incubation for 2 days at RT with the compound dissolved in 1 DMSO; Range is 0.01 - 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; US2007/225306; (2007); A1;,COc1cc(Nc2ncc3c(n2)N(c2cccnc2)C(O)CC3)cc(OC)c1OC,0
1057,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)CC3)n1,0
1031,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with the compound dissolved in DMSO for 2 days; Range = 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21454; (2006); A2;,CNC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NCC(C)C)n2)c(OC)c1,0
1029,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,Inhibitory activity against human Nucleophosmin-ALK (NPM-ALK) mediated proliferation of murine Ba/F3 cells upon incubation for 2 days at RT with the compound dissolved in 1 DMSO; Range is 0.01 - 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; US2007/225306; (2007); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)N[C@@H](C)C(=O)O)c4)c3n2)cc(OC)c1OC,0
1026,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,Inhibitory activity against human Nucleophosmin-ALK (NPM-ALK) mediated proliferation of murine Ba/F3 cells upon incubation for 2 days at RT with the compound dissolved in 1 DMSO; Range is 0.01 - 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; US2007/225306; (2007); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCCNC(=O)OC(C)(C)C)c4)c3n2)cc(OC)c1OC,0
1023,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,Inhibitory activity against human Nucleophosmin-ALK (NPM-ALK) mediated proliferation of murine Ba/F3 cells upon incubation for 2 days at RT with the compound dissolved in 1 DMSO; Range is 0.01 - 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; US2007/225306; (2007); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN5CCOCC5)c4)c3n2)cc(OC)c1OC,0
1092,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CN(C)c1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,0
744,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Antiproliferative activity against growth signal mechanism mediated by human neuroplasmin-anaplastic lymphoma kinase overexpressed in human KARPAS-299 lymphoma cell line upon incubation with DMSO dissolved compound for 2 days; Range = 0.001 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,CN1Cc2c(N3CCC(O)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
1090,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccc(Nc2ccnc(Nc3cccc(O)c3)n2)cc1,0
1088,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)c1,0
1086,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Oc1cccc(Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2)c1,0
1084,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Oc1cccc(Nc2ccnc(Nc3ccc4[nH]ncc4c3)n2)c1,0
1082,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3cccc(O)c3)n2)cc1OC,0
1080,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1O,0
750,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,In vitro inhibitory concentration of the compound against Anaplastic lymphoma kinase (ALK) autophosphorylation expressed in human KARPAS-299 cell line; Range = 0.01 to 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1cc(Nc2ncc3cc(C(=O)O)n(-c4ccccn4)c3n2)cc(OC)c1OC,0
762,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc(OC)c1OC,0
751,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,Inhibitory activity against human Nucleophosmin-ALK (NPM-ALK) mediated proliferation of KARPAS-299 cells upon incubation for 2 days at RT with compound dissolved in 1 DMSO; Range is 0.001-1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; US2007/225306; (2007); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)O)n4)c3n2)cc(OC)c1OC,0
753,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,In vitro inhibitory concentration of the compound against Anaplastic lymphoma kinase (ALK) autophosphorylation expressed in human KARPAS-299 cell line; Range = 0.01 to 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCC#N)n4)c3n2)cc(OC)c1OC,0
754,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,In vitro inhibitory concentration of the compound against Anaplastic lymphoma kinase (ALK) autophosphorylation expressed in human KARPAS-299 cell line; Range = 0.01 to 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN)n4)c3n2)cc(OC)c1OC,0
755,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,In vitro inhibitory concentration of the compound against Anaplastic lymphoma kinase (ALK) autophosphorylation expressed in human KARPAS-299 cell line; Range = 0.01 to 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN(C)C)n4)c3n2)cc(OC)c1OC,0
756,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,In vitro inhibitory concentration of the compound against Anaplastic lymphoma kinase (ALK) autophosphorylation expressed in human KARPAS-299 cell line; Range = 0.01 to 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCC#N)n4)c3n2)cc(OC)c1OC,0
757,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,In vitro inhibitory concentration of the compound against Anaplastic lymphoma kinase (ALK) autophosphorylation expressed in human KARPAS-299 cell line; Range = 0.01 to 1 uM,NaN,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCN)n4)c3n2)cc(OC)c1OC,0
1066,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration against human NMP-ALK (anaplastic lymphoma kinase) expressed in murine BaF3 cells upon incubation with the compound dissolved in DMSO for 60 min at RT; Range=0.01-1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26158; (2005); A1;,CNc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1C(F)(F)F,0
1065,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration against human NMP-ALK (anaplastic lymphoma kinase) expressed in murine BaF3 cells upon incubation with the compound dissolved in DMSO for 60 min at RT; Range=0.01-1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26158; (2005); A1;,CCc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1NC,0
758,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration against human NMP-ALK (anaplastic lymphoma kinase) expressed in murine BaF3 cells upon incubation with the compound dissolved in DMSO for 60 min at RT; Range=0.01-1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26158; (2005); A1;,COc1cccc(Nc2ccnc(Nc3ccc(N)c(C)c3)n2)c1S(N)(=O)=O,0
759,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc1OC,0
1296,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CCc1cccc(Nc2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1S(N)(=O)=O,0
1161,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C)c(C)c2)ncc1Br,0
